frame,sim_time,x,y,z,yaw_deg,speed_mps,yawrate_rps,throttle,brake,steer,reverse,gear,hand_brake,lane_id,offset_m,dist_left_m,dist_right_m,lane_event,map
15378,643.617,533.850,49.808,-0.004,-10.377,6.044,0.4213,1.000,0.000,0.000,0,1,0,-6,1.092,2.842,0.658,,Town06
15379,643.667,534.149,49.754,-0.004,-10.379,6.101,-0.1909,1.000,0.000,0.000,0,1,0,-6,1.037,2.787,0.713,,Town06
15380,643.717,534.449,49.702,-0.004,-10.307,6.090,2.9995,1.000,0.000,0.100,0,1,0,-6,0.986,2.736,0.764,,Town06
15381,643.767,534.751,49.657,-0.004,-10.098,6.114,4.9310,1.000,0.000,0.100,0,1,0,-6,0.941,2.691,0.809,,Town06
15382,643.817,535.054,49.616,-0.004,-9.797,6.133,6.4966,1.000,0.000,0.100,0,1,0,-6,0.900,2.650,0.850,,Town06
15383,643.867,535.359,49.572,-0.003,-9.538,6.184,4.0455,1.000,0.000,0.000,0,1,0,-6,0.856,2.606,0.894,,Town06
15384,643.917,535.665,49.523,-0.003,-9.377,6.201,2.9887,1.000,0.000,0.000,0,1,0,-6,0.807,2.557,0.943,,Town06
15385,643.967,535.973,49.473,-0.003,-9.282,6.256,1.3718,1.000,0.000,0.000,0,1,0,-6,0.757,2.507,0.993,,Town06
15386,644.017,536.281,49.422,-0.003,-9.221,6.258,1.0006,1.000,0.000,0.000,0,1,0,-6,0.707,2.457,1.043,,Town06
15387,644.067,536.591,49.372,-0.003,-9.184,6.306,0.4638,1.000,0.000,0.000,0,1,0,-6,0.656,2.406,1.094,,Town06
15388,644.117,536.903,49.321,-0.004,-9.157,6.324,0.8095,1.000,0.000,0.000,0,1,0,-6,0.606,2.356,1.144,,Town06
15389,644.167,537.217,49.270,-0.004,-9.143,6.368,0.0728,1.000,0.000,0.000,0,1,0,-6,0.555,2.305,1.195,,Town06
15390,644.217,537.532,49.219,-0.004,-9.133,6.386,0.1537,1.000,0.000,0.000,0,1,0,-6,0.504,2.254,1.246,,Town06
15391,644.267,537.849,49.172,-0.004,-9.056,6.425,2.7294,1.000,0.000,0.100,0,1,0,-6,0.457,2.207,1.293,,Town06
15392,644.317,538.168,49.131,-0.004,-8.833,6.434,5.5801,1.000,0.000,0.100,0,1,0,-6,0.417,2.167,1.333,,Town06
15393,644.367,538.488,49.095,-0.004,-8.521,6.464,6.6824,1.000,0.000,0.100,0,1,0,-6,0.380,2.130,1.370,,Town06
15394,644.417,538.810,49.055,-0.004,-8.248,6.489,4.4895,1.000,0.000,0.000,0,1,0,-6,0.341,2.091,1.409,,Town06
15395,644.467,539.132,49.012,-0.004,-8.082,6.525,2.5629,1.000,0.000,0.000,0,1,0,-6,0.297,2.047,1.453,,Town06
15396,644.517,539.456,48.966,-0.004,-7.972,6.548,2.1093,1.000,0.000,0.000,0,1,0,-6,0.252,2.002,1.498,,Town06
15397,644.567,539.781,48.920,-0.004,-7.907,6.588,0.9576,1.000,0.000,0.000,0,1,0,-6,0.207,1.957,1.543,,Town06
15398,644.617,540.108,48.874,-0.004,-7.863,6.610,0.7404,1.000,0.000,0.000,0,1,0,-6,0.161,1.911,1.589,,Town06
15399,644.667,540.437,48.829,-0.004,-7.837,6.651,0.2511,1.000,0.000,0.000,0,1,0,-6,0.115,1.865,1.635,,Town06
15400,644.717,540.767,48.786,-0.004,-7.744,6.667,3.3537,1.000,0.000,0.100,0,1,0,-6,0.073,1.823,1.677,,Town06
15401,644.767,541.099,48.751,-0.004,-7.515,6.696,5.3691,1.000,0.000,0.100,0,1,0,-6,0.038,1.788,1.712,,Town06
15402,644.817,541.433,48.721,-0.004,-7.190,6.708,7.0608,1.000,0.000,0.100,0,1,0,-6,0.008,1.758,1.742,,Town06
15403,644.867,541.768,48.696,-0.004,-6.739,6.727,10.5517,1.000,0.000,0.200,0,1,0,-6,-0.017,1.733,1.767,,Town06
15404,644.917,542.104,48.681,-0.004,-6.104,6.725,13.9881,1.000,0.000,0.200,0,1,0,-6,-0.032,1.718,1.782,,Town06
15405,644.967,542.440,48.672,-0.003,-5.351,6.746,15.7262,1.000,0.000,0.200,0,1,0,-6,-0.040,1.710,1.790,,Town06
15406,645.017,542.776,48.673,-0.003,-4.453,6.729,19.6587,1.000,0.000,0.300,0,1,0,-6,-0.040,1.710,1.790,,Town06
15407,645.067,543.112,48.677,-0.003,-3.512,6.767,16.8964,1.000,0.000,0.000,0,1,0,-6,-0.035,1.715,1.785,,Town06
15408,645.117,543.451,48.670,-0.002,-2.846,6.785,11.2898,1.000,0.000,0.000,0,1,0,-6,-0.042,1.708,1.792,,Town06
15409,645.167,543.791,48.657,-0.002,-2.418,6.817,6.9767,1.000,0.000,0.000,0,1,0,-6,-0.054,1.696,1.804,,Town06
15410,645.217,544.132,48.646,-0.002,-2.067,6.825,7.5260,1.000,0.000,0.100,0,1,0,-6,-0.065,1.685,1.815,,Town06
15411,645.267,544.474,48.643,-0.002,-1.665,6.859,8.2544,1.000,0.000,0.100,0,1,0,-6,-0.068,1.682,1.818,,Town06
15412,645.317,544.817,48.645,-0.003,-1.223,6.874,9.2595,1.000,0.000,0.100,0,1,0,-6,-0.067,1.683,1.817,,Town06
15413,645.367,545.161,48.654,-0.003,-0.691,6.894,11.9631,1.000,0.000,0.200,0,1,0,-6,-0.057,1.693,1.807,,Town06
15414,645.417,545.506,48.666,-0.003,-0.139,6.912,9.5153,1.000,0.000,0.000,0,1,0,-6,-0.045,1.705,1.795,,Town06
15415,645.467,545.852,48.672,-0.003,0.222,6.952,5.8426,1.000,0.000,0.000,0,1,0,-6,-0.039,1.711,1.789,,Town06
15416,645.517,546.200,48.674,-0.003,0.459,6.967,4.1586,1.000,0.000,0.000,0,1,0,-6,-0.036,1.714,1.786,,Town06
15417,645.567,546.549,48.673,-0.004,0.538,6.997,-0.3793,1.000,0.000,-0.100,0,1,0,-6,-0.037,1.713,1.787,,Town06
15418,645.617,546.900,48.665,-0.004,0.420,7.005,-3.5063,1.000,0.000,-0.100,0,1,0,-6,-0.045,1.705,1.795,,Town06
15419,645.667,547.250,48.653,-0.004,0.162,7.036,-6.1707,1.000,0.000,-0.100,0,1,0,-6,-0.057,1.693,1.807,,Town06
15420,645.717,547.602,48.636,-0.004,-0.247,7.033,-9.7742,1.000,0.000,-0.200,0,1,0,-6,-0.074,1.676,1.824,,Town06
15421,645.767,547.952,48.609,-0.003,-0.863,7.048,-13.8037,1.000,0.000,-0.200,0,1,0,-6,-0.101,1.649,1.851,,Town06
15422,645.817,548.302,48.575,-0.003,-1.613,7.048,-15.6936,1.000,0.000,-0.200,0,1,0,-6,-0.135,1.615,1.885,,Town06
15423,645.867,548.651,48.533,-0.003,-2.524,7.044,-20.1624,1.000,0.000,-0.300,0,1,0,-6,-0.177,1.573,1.927,,Town06
15424,645.917,549.000,48.486,-0.002,-3.484,7.064,-17.2915,1.000,0.000,0.000,0,1,0,-6,-0.223,1.527,1.973,Broken,Town06
15425,645.967,549.352,48.450,-0.002,-4.172,7.100,-11.6743,1.000,0.000,0.000,0,1,0,-6,-0.259,1.491,2.009,,Town06
15426,646.017,549.706,48.420,-0.002,-4.620,7.113,-7.3992,1.000,0.000,0.000,0,1,0,-6,-0.289,1.461,2.039,,Town06
15427,646.067,550.062,48.391,-0.002,-4.919,7.149,-5.1700,1.000,0.000,0.000,0,1,0,-6,-0.318,1.432,2.068,,Town06
15428,646.117,550.418,48.362,-0.002,-5.113,7.165,-3.1249,1.000,0.000,0.000,0,1,0,-6,-0.347,1.403,2.097,,Town06
15429,646.167,550.777,48.332,-0.002,-5.246,7.205,-2.3839,1.000,0.000,0.000,0,1,0,-6,-0.377,1.373,2.127,,Town06
15430,646.217,551.135,48.297,-0.003,-5.405,7.218,-4.1058,1.000,0.000,-0.100,0,1,0,-6,-0.412,1.338,2.162,,Town06
15431,646.267,551.495,48.253,-0.003,-5.690,7.250,-6.6787,1.000,0.000,-0.100,0,1,0,-6,-0.455,1.295,2.205,,Town06
15432,646.317,551.855,48.209,-0.003,-5.955,7.269,-4.2650,1.000,0.000,0.000,0,1,0,-6,-0.498,1.252,2.248,,Town06
15433,646.367,552.217,48.169,-0.004,-6.130,7.309,-3.0634,1.000,0.000,0.000,0,1,0,-6,-0.539,1.211,2.289,,Town06
15434,646.417,552.581,48.129,-0.004,-6.241,7.328,-1.7343,1.000,0.000,0.000,0,1,0,-6,-0.578,1.172,2.328,,Town06
15435,646.467,552.947,48.093,-0.004,-6.244,7.361,1.4077,1.000,0.000,0.100,0,1,0,-6,-0.614,1.136,2.364,,Town06
15436,646.517,553.314,48.064,-0.004,-6.068,7.374,4.7786,1.000,0.000,0.100,0,1,0,-6,-0.643,1.107,2.393,,Town06
15437,646.567,553.683,48.039,-0.004,-5.773,7.407,6.5424,1.000,0.000,0.100,0,1,0,-6,-0.668,1.082,2.418,,Town06
15438,646.617,554.053,48.012,-0.004,-5.496,7.425,4.7639,1.000,0.000,0.000,0,1,0,-6,-0.695,1.055,2.445,,Town06
15439,646.667,554.424,47.980,-0.004,-5.319,7.465,2.8238,1.000,0.000,0.000,0,1,0,-6,-0.726,1.024,2.476,,Town06
15440,646.717,554.795,47.943,-0.003,-5.271,7.476,-0.5915,1.000,0.000,-0.100,0,1,0,-6,-0.763,0.987,2.513,,Town06
15441,646.767,555.167,47.898,-0.003,-5.418,7.505,-4.3475,1.000,0.000,-0.100,0,1,0,-6,-0.808,0.942,2.558,,Town06
15442,646.817,555.540,47.848,-0.003,-5.694,7.517,-6.1794,1.000,0.000,-0.100,0,1,0,-6,-0.858,0.892,2.608,,Town06
15443,646.867,555.913,47.796,-0.003,-6.063,7.551,-8.0803,1.000,0.000,-0.100,0,1,0,-6,-0.910,0.840,2.660,,Town06
15444,646.917,556.285,47.737,-0.003,-6.556,7.549,-11.3554,1.000,0.000,-0.200,0,1,0,-6,-0.969,0.781,2.719,,Town06
15445,646.967,556.656,47.668,-0.003,-7.241,7.564,-15.1113,1.000,0.000,-0.200,0,1,0,-6,-1.038,0.712,2.788,,Town06
15446,647.017,557.025,47.589,-0.003,-8.116,7.537,-19.3120,1.000,0.000,-0.300,0,1,0,-6,-1.117,0.633,2.867,,Town06
15447,647.067,557.389,47.497,-0.003,-9.221,7.524,-23.7632,1.000,0.000,-0.300,0,1,0,-6,-1.208,0.542,2.958,,Town06
15448,647.117,557.749,47.395,-0.002,-10.481,7.510,-26.0216,1.000,0.000,-0.300,0,1,0,-6,-1.310,0.440,3.060,,Town06
15449,647.167,558.109,47.291,-0.002,-11.709,7.547,-22.3569,1.000,0.000,0.000,0,1,0,-6,-1.413,0.337,3.163,,Town06
15450,647.217,558.475,47.198,-0.001,-12.593,7.567,-14.8902,1.000,0.000,0.000,0,1,0,-6,-1.506,0.244,3.256,,Town06
15451,647.267,558.843,47.108,-0.001,-13.264,7.599,-13.1379,1.000,0.000,-0.100,0,1,0,-6,-1.597,0.153,3.347,,Town06
15452,647.317,559.212,47.016,-0.001,-13.791,7.616,-8.7928,1.000,0.000,0.000,0,1,0,-6,-1.688,0.062,3.438,,Town06
15453,647.367,559.583,46.925,-0.001,-14.147,7.652,-6.1912,1.000,0.000,0.000,0,1,0,-5,1.721,3.471,0.029,,Town06
15454,647.417,559.955,46.834,-0.002,-14.386,7.670,-3.9198,1.000,0.000,0.000,0,1,0,-5,1.630,3.380,0.120,,Town06
15455,647.467,560.328,46.740,-0.002,-14.550,7.709,-2.9420,1.000,0.000,0.000,0,1,0,-5,1.537,3.287,0.213,,Town06
15456,647.517,560.702,46.645,-0.003,-14.660,7.728,-1.7288,1.000,0.000,0.000,0,1,0,-5,1.442,3.192,0.308,,Town06
15457,647.567,561.078,46.553,-0.003,-14.662,7.759,1.4333,1.000,0.000,0.100,0,1,0,-5,1.349,3.099,0.401,,Town06
15458,647.617,561.457,46.466,-0.003,-14.483,7.772,4.8545,1.000,0.000,0.100,0,1,0,-5,1.263,3.013,0.487,,Town06
15459,647.667,561.837,46.383,-0.004,-14.181,7.804,6.7109,1.000,0.000,0.100,0,1,0,-5,1.180,2.930,0.570,Broken,Town06
15460,647.717,562.220,46.303,-0.003,-13.793,7.820,8.4144,1.000,0.000,0.100,0,1,0,-5,1.100,2.850,0.650,,Town06
15461,647.767,562.604,46.229,-0.003,-13.278,7.835,11.8613,1.000,0.000,0.200,0,1,0,-5,1.026,2.776,0.724,,Town06
15462,647.817,562.990,46.165,-0.003,-12.574,7.835,15.4179,1.000,0.000,0.200,0,1,0,-5,0.962,2.712,0.788,,Town06
15463,647.867,563.377,46.100,-0.003,-11.883,7.869,11.8156,1.000,0.000,0.000,0,1,0,-5,0.898,2.648,0.852,,Town06
15464,647.917,563.764,46.028,-0.003,-11.406,7.889,8.2237,1.000,0.000,0.000,0,1,0,-5,0.826,2.576,0.924,,Town06
15465,647.967,564.152,45.952,-0.002,-11.088,7.926,5.2724,1.000,0.000,0.000,0,1,0,-5,0.750,2.500,1.000,,Town06
15466,648.017,564.542,45.875,-0.002,-10.869,7.944,3.8636,1.000,0.000,0.000,0,1,0,-5,0.673,2.423,1.077,,Town06
15467,648.067,564.933,45.798,-0.003,-10.723,7.982,2.3681,1.000,0.000,0.000,0,1,0,-5,0.597,2.347,1.153,,Town06
15468,648.117,565.325,45.722,-0.003,-10.620,8.002,1.9013,1.000,0.000,0.000,0,1,0,-5,0.521,2.271,1.229,,Town06
15469,648.167,565.719,45.647,-0.003,-10.551,8.042,1.0365,1.000,0.000,0.000,0,1,0,-5,0.446,2.196,1.304,,Town06
15470,648.217,566.115,45.572,-0.003,-10.502,8.063,0.9853,1.000,0.000,0.000,0,1,0,-5,0.371,2.121,1.379,,Town06
15471,648.267,566.513,45.502,-0.004,-10.394,8.095,3.3342,1.000,0.000,0.100,0,1,0,-5,0.301,2.051,1.449,Broken,Town06
15472,648.317,566.913,45.439,-0.004,-10.137,8.110,6.2165,1.000,0.000,0.100,0,1,0,-5,0.238,1.988,1.512,,Town06
15473,648.367,567.315,45.381,-0.004,-9.778,8.142,7.7418,1.000,0.000,0.100,0,1,0,-5,0.181,1.931,1.569,,Town06
15474,648.417,567.719,45.331,-0.004,-9.275,8.138,11.9059,1.000,0.000,0.200,0,1,0,-5,0.131,1.881,1.619,,Town06
15475,648.467,568.124,45.292,-0.004,-8.574,8.150,15.2397,1.000,0.000,0.200,0,1,0,-5,0.092,1.842,1.658,,Town06
15476,648.517,568.530,45.261,-0.004,-7.728,8.151,17.9301,1.000,0.000,0.200,0,1,0,-5,0.061,1.811,1.689,,Town06
15477,648.567,568.937,45.229,-0.003,-6.932,8.185,13.7031,1.000,0.000,0.000,0,1,0,-5,0.029,1.779,1.721,,Town06
15478,648.617,569.345,45.189,-0.003,-6.376,8.207,9.6113,1.000,0.000,0.000,0,1,0,-5,-0.011,1.739,1.761,,Town06
15479,648.667,569.753,45.145,-0.003,-6.000,8.242,6.2968,1.000,0.000,0.000,0,1,0,-5,-0.054,1.696,1.804,,Town06
15480,648.717,570.164,45.104,-0.003,-5.663,8.254,7.4970,1.000,0.000,0.100,0,1,0,-5,-0.095,1.655,1.845,,Town06
15481,648.767,570.576,45.072,-0.003,-5.250,8.284,8.7001,1.000,0.000,0.100,0,1,0,-5,-0.126,1.624,1.876,Broken,Town06
15482,648.817,570.990,45.047,-0.003,-4.776,8.299,9.9539,1.000,0.000,0.100,0,1,0,-5,-0.152,1.598,1.902,,Town06
15483,648.867,571.405,45.030,-0.003,-4.194,8.309,13.1177,1.000,0.000,0.200,0,1,0,-5,-0.169,1.581,1.919,,Town06
15484,648.917,571.819,45.024,-0.003,-3.431,8.309,16.5283,1.000,0.000,0.200,0,1,0,-5,-0.174,1.576,1.924,,Town06
15485,648.967,572.235,45.028,-0.003,-2.541,8.326,18.5535,1.000,0.000,0.200,0,1,0,-5,-0.169,1.581,1.919,,Town06
15486,649.017,572.651,45.033,-0.003,-1.704,8.346,14.7128,1.000,0.000,0.000,0,1,0,-5,-0.165,1.585,1.915,,Town06
15487,649.067,573.069,45.029,-0.003,-1.121,8.382,9.8248,1.000,0.000,0.000,0,1,0,-5,-0.168,1.582,1.918,Broken,Town06
15488,649.117,573.488,45.019,-0.003,-0.789,8.388,4.3230,1.000,0.000,-0.100,0,1,0,-5,-0.179,1.571,1.929,,Town06
15489,649.167,573.909,45.006,-0.003,-0.638,8.420,2.4861,1.000,0.000,0.000,0,1,0,-5,-0.191,1.559,1.941,,Town06
15490,649.217,574.330,44.996,-0.003,-0.529,8.436,2.0346,1.000,0.000,0.000,0,1,0,-5,-0.200,1.550,1.950,,Town06
15491,649.267,574.753,44.989,-0.003,-0.453,8.472,1.1816,1.000,0.000,0.000,0,1,0,-5,-0.208,1.542,1.958,,Town06
15492,649.317,575.177,44.984,-0.003,-0.397,8.492,1.0967,1.000,0.000,0.000,0,1,0,-5,-0.213,1.537,1.963,,Town06
15493,649.367,575.603,44.979,-0.004,-0.360,8.531,0.5186,1.000,0.000,0.000,0,1,0,-5,-0.217,1.533,1.967,,Town06
15494,649.417,576.030,44.979,-0.004,-0.256,8.545,3.5087,1.000,0.000,0.100,0,1,0,-5,-0.217,1.533,1.967,,Town06
15495,649.467,576.458,44.988,-0.004,-0.002,8.573,6.0014,1.000,0.000,0.100,0,1,0,-5,-0.208,1.542,1.958,,Town06
15496,649.517,576.887,44.997,-0.004,0.261,8.594,4.5939,1.000,0.000,0.000,0,1,0,-5,-0.199,1.551,1.949,,Town06
15497,649.567,577.317,44.998,-0.004,0.363,8.616,0.0411,1.000,0.000,-0.100,0,1,0,-5,-0.197,1.553,1.947,,Town06
15498,649.617,577.748,44.991,-0.004,0.256,8.628,-3.4361,1.000,0.000,-0.100,0,1,0,-5,-0.204,1.546,1.954,,Town06
15499,649.667,578.180,44.978,-0.004,-0.010,8.654,-6.4509,1.000,0.000,-0.100,0,1,0,-5,-0.217,1.533,1.967,,Town06
15500,649.717,578.613,44.961,-0.004,-0.381,8.669,-7.9581,1.000,0.000,-0.100,0,1,0,-5,-0.234,1.516,1.984,,Town06
15501,649.767,579.046,44.937,-0.004,-0.901,8.676,-12.3435,1.000,0.000,-0.200,0,1,0,-5,-0.257,1.493,2.007,,Town06
15502,649.817,579.478,44.903,-0.003,-1.623,8.675,-15.6607,1.000,0.000,-0.200,0,1,0,-5,-0.292,1.458,2.042,Broken,Town06
15503,649.867,579.908,44.856,-0.003,-2.561,8.649,-21.0591,1.000,0.000,-0.300,0,1,0,-5,-0.338,1.412,2.088,,Town06
15504,649.917,580.334,44.796,-0.003,-3.740,8.622,-25.0673,1.000,0.000,-0.300,0,1,0,-5,-0.398,1.352,2.148,,Town06
15505,649.967,580.757,44.722,-0.002,-5.105,8.611,-28.6415,1.000,0.000,-0.300,0,1,0,-5,-0.471,1.279,2.221,,Town06
15506,650.017,581.175,44.635,-0.002,-6.651,8.554,-32.6549,1.000,0.000,-0.400,0,1,0,-5,-0.558,1.192,2.308,,Town06
15507,650.067,581.586,44.531,-0.001,-8.418,8.504,-36.9534,1.000,0.000,-0.400,0,1,0,-5,-0.662,1.088,2.412,,Town06
15508,650.117,581.994,44.419,-0.001,-10.206,8.533,-33.7064,1.000,0.000,-0.100,0,1,0,-5,-0.774,0.976,2.524,,Town06
15509,650.167,582.407,44.312,-0.000,-11.697,8.582,-27.4933,1.000,0.000,-0.100,0,1,0,-5,-0.881,0.869,2.631,,Town06
15510,650.217,582.823,44.206,0.000,-12.918,8.612,-22.6019,1.000,0.000,-0.100,0,1,0,-5,-0.987,0.763,2.737,,Town06
15511,650.267,583.240,44.097,0.000,-13.959,8.651,-19.8089,1.000,0.000,-0.100,0,1,0,-5,-1.096,0.654,2.846,,Town06
15512,650.317,583.659,43.987,-0.000,-14.770,8.675,-13.8790,1.000,0.000,0.000,0,1,0,-5,-1.206,0.544,2.956,,Town06
15513,650.367,584.080,43.877,-0.001,-15.339,8.711,-9.9241,1.000,0.000,0.000,0,1,0,-5,-1.315,0.435,3.065,,Town06
15514,650.417,584.502,43.766,-0.001,-15.735,8.730,-6.7300,1.000,0.000,0.000,0,1,0,-5,-1.426,0.324,3.176,,Town06
15515,650.467,584.924,43.652,-0.002,-16.016,8.765,-4.9711,1.000,0.000,0.000,0,1,0,-5,-1.540,0.210,3.290,,Town06
15516,650.517,585.347,43.535,-0.003,-16.211,8.785,-3.2606,1.000,0.000,0.000,0,1,0,-5,-1.656,0.094,3.406,Broken,Town06
15517,650.567,585.771,43.416,-0.003,-16.351,8.821,-2.5409,1.000,0.000,0.000,0,1,0,-4,1.724,3.474,0.026,,Town06
15518,650.617,586.196,43.294,-0.004,-16.448,8.842,-1.5554,1.000,0.000,0.000,0,1,0,-4,1.603,3.353,0.147,,Town06
15519,650.667,586.621,43.170,-0.004,-16.519,8.880,-1.3416,1.000,0.000,0.000,0,1,0,-4,1.479,3.229,0.271,Broken,Town06
15520,650.717,587.049,43.049,-0.004,-16.490,8.895,2.2048,1.000,0.000,0.100,0,1,0,-4,1.358,3.108,0.392,,Town06
15521,650.767,587.480,42.935,-0.004,-16.287,8.923,5.1536,1.000,0.000,0.100,0,1,0,-4,1.244,2.994,0.506,,Town06
15522,650.817,587.912,42.825,-0.004,-15.952,8.939,7.6144,1.000,0.000,0.100,0,1,0,-4,1.134,2.884,0.616,,Town06
15523,650.867,588.348,42.722,-0.004,-15.458,8.944,11.6951,1.000,0.000,0.200,0,1,0,-4,1.032,2.782,0.718,,Town06
15524,650.917,588.785,42.630,-0.003,-14.745,8.943,15.7965,1.000,0.000,0.200,0,1,0,-4,0.940,2.690,0.810,,Town06
15525,650.967,589.224,42.547,-0.003,-13.874,8.955,18.3883,1.000,0.000,0.200,0,1,0,-4,0.857,2.607,0.893,,Town06
15526,651.017,589.664,42.475,-0.003,-12.822,8.926,23.0469,1.000,0.000,0.300,0,1,0,-4,0.786,2.536,0.964,,Town06
15527,651.067,590.105,42.418,-0.002,-11.550,8.907,26.8601,1.000,0.000,0.300,0,1,0,-4,0.729,2.479,1.021,,Town06
15528,651.117,590.547,42.367,-0.002,-10.260,8.931,23.8673,1.000,0.000,0.000,0,1,0,-4,0.678,2.428,1.072,,Town06
15529,651.167,590.989,42.305,-0.002,-9.291,8.960,16.6532,1.000,0.000,0.000,0,1,0,-4,0.616,2.366,1.134,,Town06
15530,651.217,591.433,42.241,-0.001,-8.530,8.979,14.8893,1.000,0.000,0.100,0,1,0,-4,0.552,2.302,1.198,,Town06
15531,651.267,591.879,42.184,-0.001,-7.809,9.008,14.1256,1.000,0.000,0.100,0,1,0,-4,0.496,2.246,1.254,,Town06
15532,651.317,592.327,42.134,-0.001,-7.107,9.025,13.9991,1.000,0.000,0.100,0,1,0,-4,0.446,2.196,1.304,,Town06
15533,651.367,592.776,42.090,-0.002,-6.423,9.058,13.4965,1.000,0.000,0.100,0,1,0,-4,0.402,2.152,1.348,,Town06
15534,651.417,593.228,42.046,-0.002,-5.852,9.081,9.9730,1.000,0.000,0.000,0,1,0,-4,0.359,2.109,1.391,,Town06
15535,651.467,593.681,42.001,-0.002,-5.454,9.118,6.7592,1.000,0.000,0.000,0,1,0,-4,0.313,2.063,1.437,,Town06
15536,651.517,594.135,41.955,-0.003,-5.172,9.139,5.0070,1.000,0.000,0.000,0,1,0,-4,0.268,2.018,1.482,,Town06
15537,651.567,594.591,41.911,-0.003,-4.974,9.175,3.3074,1.000,0.000,0.000,0,1,0,-4,0.224,1.974,1.526,,Town06
15538,651.617,595.048,41.869,-0.004,-4.832,9.197,2.5833,1.000,0.000,0.000,0,1,0,-4,0.182,1.932,1.568,,Town06
15539,651.667,595.507,41.823,-0.004,-4.810,9.223,-1.3753,1.000,0.000,-0.100,0,1,0,-4,0.137,1.887,1.613,,Town06
15540,651.717,595.966,41.771,-0.004,-4.979,9.238,-4.5435,1.000,0.000,-0.100,0,1,0,-4,0.085,1.835,1.665,,Town06
15541,651.767,596.426,41.720,-0.004,-5.186,9.271,-3.6490,1.000,0.000,0.000,0,1,0,-4,0.034,1.784,1.716,Broken,Town06
15542,651.817,596.887,41.673,-0.004,-5.326,9.292,-2.3021,1.000,0.000,0.000,0,1,0,-4,-0.013,1.737,1.763,,Town06
15543,651.867,597.351,41.627,-0.004,-5.426,9.327,-1.8276,1.000,0.000,0.000,0,1,0,-4,-0.059,1.691,1.809,,Town06
15544,651.917,597.816,41.582,-0.004,-5.493,9.350,-1.0616,1.000,0.000,0.000,0,1,0,-4,-0.103,1.647,1.853,,Town06
15545,651.967,598.282,41.538,-0.004,-5.543,9.386,-0.9720,1.000,0.000,0.000,0,1,0,-4,-0.148,1.602,1.898,Broken,Town06
